"ID";"AdmArea";"Month";"Year";"TotalAmount";"Suppliers";"global_id";
"1464";"Северо-Западный административный округ";"Ноябрь";"2025";"2218534977.21";"nested data";"2836474375";
"1465";"Зеленоградский административный округ";"Ноябрь";"2025";"734181996.19";"nested data";"2836475869";
"1466";"Новомосковский административный округ";"Ноябрь";"2025";"903369936.04";"nested data";"2836476042";
"1467";"Троицкий административный округ";"Ноябрь";"2025";"167626991.51";"nested data";"2836476088";
"1468";"Центральный административный округ";"Декабрь";"2025";"2259048983";"nested data";"2845508755";
"1469";"Северный административный округ";"Декабрь";"2025";"3323595225.74";"nested data";"2845508881";
"1470";"Северо-Восточный административный округ";"Декабрь";"2025";"3487289196.02";"nested data";"2845509109";
"1471";"Восточный административный округ";"Декабрь";"2025";"3706091002.48";"nested data";"2845509378";
"1472";"Юго-Восточный административный округ";"Декабрь";"2025";"3731010629.98";"nested data";"2845509728";
"1473";"Южный административный округ";"Декабрь";"2025";"4062106251.41";"nested data";"2845510103";
"1474";"Юго-Западный административный округ";"Декабрь";"2025";"3691492019.12";"nested data";"2845519905";
